Full_Date,Holidays_Count,Days,PM2.5,PM10,NO2,SO2,CO,Ozone,AQI,Weekday,IsWeekend,AQI_Category,PM2.5_PM10_Ratio,NO2_SO2_Ratio
2022-09-17,0,6,25.87,69.23,6.87,7.05,0.6,51.51,54,Saturday,1,Satisfactory,0.3736818758223493,0.9744667028841095
2022-09-18,1,7,36.82,116.51,8.56,7.26,0.8,54.97,92,Sunday,1,Satisfactory,0.3160243484658528,1.1790617368295637
2022-09-19,0,1,41.78,170.47,11.51,7.21,1.08,34.21,140,Monday,0,Moderate,0.24508709772469656,1.5963916832292881
2022-09-20,0,2,55.26,111.58,8.44,1.96,1.05,13.1,131,Tuesday,0,Moderate,0.4952500004257035,4.306100479079188
2022-09-21,0,3,43.81,78.44,8.33,1.68,0.86,8.14,84,Wednesday,0,Satisfactory,0.5585159920300877,4.958303819620121
2022-09-22,0,4,31.21,53.27,6.22,1.62,0.78,8.78,51,Thursday,0,Satisfactory,0.5858831263594656,3.8394824723304173
2022-09-23,0,5,16.23,31.51,7.62,9.59,0.47,18.43,31,Friday,0,Good,0.5150744160347775,0.7945768565413384
2022-09-24,0,6,16.55,31.84,6.53,9.58,0.61,19.64,37,Saturday,1,Good,0.5197862689113477,0.6816276809731932
2022-09-25,1,7,14.36,32.02,5.46,9.62,0.42,24.61,24,Sunday,1,Good,0.4484695663742765,0.5675669775811044
2022-09-26,0,1,22.03,74.46,6.69,9.78,0.61,18.05,66,Monday,0,Satisfactory,0.29586351116525506,0.6840483803186297
2022-09-27,0,2,27.19,90.05,6.81,9.74,0.56,12.57,75,Tuesday,0,Satisfactory,0.3019433312667039,0.6991779269220463
2022-09-28,0,3,29.79,123.13,9.17,9.8,0.64,13.87,108,Wednesday,0,Moderate,0.2419393939787709,0.9357133309047644
2022-09-29,0,4,31.14,133.18,8.58,9.79,0.68,15.91,124,Thursday,0,Moderate,0.23381887416887864,0.8764035991791633
2022-09-30,0,5,40.81,163.14,11.73,9.91,0.75,11.28,133,Friday,0,Moderate,0.2501532272800523,1.1836516814816536
2022-10-01,0,6,35.11,155.49,9.17,9.93,0.68,9.39,139,Saturday,1,Moderate,0.22580228787688672,0.923463319775106
2022-10-02,1,7,33.73,150.88,10.09,9.97,0.53,11.24,141,Sunday,1,Moderate,0.22355512834337696,1.0120350932446407
2022-10-03,0,1,25.56,114.08,9.11,10.01,0.44,13.73,107,Monday,0,Moderate,0.2240532762926651,0.910089000910089
2022-10-04,0,2,39.29,139.4,11.23,10.14,0.63,9.87,118,Tuesday,0,Moderate,0.2818507688772762,1.1074939768303975
2022-10-05,1,3,41.3,170.61,12.77,10.52,0.78,9.62,150,Wednesday,0,Moderate,0.24207254896708577,1.213877173120558
2022-10-06,0,4,22.96,80.04,7.39,2.55,0.58,18.54,109,Thursday,0,Moderate,0.2868565358749955,2.898027850871173
2022-10-07,0,5,11.91,29.62,6.3,10.34,0.39,5.7,35,Friday,0,Good,0.4020930445330707,0.6092837434393197
2022-10-08,0,6,13.0,25.73,4.28,10.51,0.39,58.1,81,Saturday,1,Satisfactory,0.5052465972613303,0.40723082090312
2022-10-09,1,7,9.39,13.07,3.09,10.57,0.27,93.33,100,Sunday,1,Satisfactory,0.718438623994932,0.29233652569865115
2022-10-10,0,1,19.69,36.63,5.04,1.32,0.33,11.13,19,Monday,0,Good,0.5375373907896831,3.818152892781115
2022-10-11,0,2,19.98,66.91,10.89,10.66,0.63,34.88,45,Tuesday,0,Good,0.2986100286040908,1.0215750266650783
2022-10-12,0,3,24.46,95.25,3.97,10.76,0.61,10.32,94,Wednesday,0,Satisfactory,0.25679787330206055,0.3689587649082111
2022-10-13,0,4,21.96,101.32,3.01,10.77,0.54,16.31,97,Thursday,0,Satisfactory,0.21673902321959898,0.2794797776418035
2022-10-14,0,5,26.86,140.33,3.49,10.77,0.64,22.95,115,Friday,0,Moderate,0.19140595799857776,0.32404798138534696
2022-10-15,0,6,36.46,190.7,3.84,10.79,0.65,20.99,138,Saturday,1,Moderate,0.19119034131146612,0.3558847489483328
2022-10-16,1,7,39.76,197.91,3.95,10.98,0.65,20.25,184,Sunday,1,Moderate,0.20089938856554046,0.35974466325622656
2022-10-17,0,1,46.12,244.02,4.51,11.0,0.7,17.79,185,Monday,0,Moderate,0.189000893820142,0.4099996272730661
2022-10-18,0,2,41.46,236.88,4.77,11.0,0.83,9.93,200,Tuesday,0,Moderate,0.17502532189187262,0.43363596942184596
2022-10-19,0,3,42.35,310.08,5.64,12.1,2.97,14.83,74,Wednesday,0,Satisfactory,0.13657765297414692,0.4661153172600684
2022-10-20,0,4,64.6,356.38,12.65,13.51,1.53,24.4,101,Thursday,0,Moderate,0.18126718162446878,0.9363427562229785
2022-10-21,0,5,71.07,261.79,28.0,13.85,1.37,20.51,246,Friday,0,Poor,0.27147712779414307,2.021659190137769
2022-10-22,0,6,142.46,245.64,29.58,14.18,0.9,27.44,262,Saturday,1,Poor,0.5799543812101294,2.0860352002572635
2022-10-23,1,7,139.53,229.72,27.23,14.14,0.85,28.3,274,Sunday,1,Poor,0.6073915807334328,1.9257412123470916
2022-10-24,1,1,162.04,234.5,22.81,14.04,0.82,38.15,307,Monday,0,Very Poor,0.6910021027291213,1.624642717490942
2022-10-25,0,2,146.62,228.11,19.79,14.06,0.77,38.51,289,Tuesday,0,Poor,0.6427600437175027,1.4075381169714671
2022-10-26,0,3,147.07,246.48,24.65,14.14,1.17,30.55,285,Wednesday,0,Poor,0.5966812481060837,1.7432802381327877
2022-10-27,0,4,221.08,344.75,32.38,14.16,1.96,23.32,376,Thursday,0,Very Poor,0.641276268563415,2.28672154892546
2022-10-28,0,5,270.56,419.52,43.54,14.2,2.16,25.35,392,Friday,0,Very Poor,0.6449275208588978,3.0661950238063214
2022-10-29,0,6,271.03,403.53,39.14,14.23,1.83,21.41,424,Saturday,1,Severe,0.671647692324048,2.7505251226105956
2022-10-30,1,7,257.61,434.04,39.68,14.2,2.27,23.16,381,Sunday,1,Very Poor,0.5935167128947398,2.7943642293209656
2022-10-31,0,1,286.46,520.95,51.09,14.99,2.86,14.66,409,Monday,0,Severe,0.5498800163186482,3.4082699077585676
2022-11-01,0,2,184.09,502.55,91.09,13.73,3.4,10.71,434,Tuesday,0,Severe,0.3663118024811103,6.63437244401133
2022-11-02,0,3,116.96,493.59,50.99,7.98,2.23,20.77,390,Wednesday,0,Very Poor,0.2369577941822607,6.389716303613655
2022-11-03,0,4,159.95,688.97,47.45,8.18,2.56,21.82,456,Thursday,0,Severe,0.232158145751511,5.800726404979946
2022-11-04,0,5,145.8,648.8,67.76,9.7,3.42,28.22,451,Friday,0,Severe,0.2247225612712306,6.98555980870123
2022-11-05,0,6,92.46,391.37,54.99,7.22,2.0,23.34,376,Saturday,1,Very Poor,0.2362470236286117,7.616332941367118
2022-11-06,1,7,193.83,361.79,19.24,1.44,1.7,24.94,368,Sunday,1,Very Poor,0.5357527699562518,13.361018326261622
2022-11-07,0,1,233.5,434.82,23.61,2.35,1.65,23.87,368,Monday,0,Very Poor,0.5370038053216548,10.04676575844358
2022-11-08,1,2,269.14,427.73,14.73,1.37,1.28,15.29,403,Tuesday,0,Severe,0.6292287043408528,10.751746337617973
2022-11-09,0,3,127.67,280.92,20.11,2.36,1.27,29.35,292,Wednesday,0,Poor,0.4544710076010606,8.521150334108754
2022-11-10,0,4,91.48,378.56,47.81,9.09,1.96,36.72,315,Thursday,0,Very Poor,0.24165257180757158,5.25962017643545
2022-11-11,0,5,120.0,414.55,41.61,6.9,1.24,36.06,340,Friday,0,Very Poor,0.2894705032090097,6.030426042860808
2022-11-12,0,6,100.51,342.71,42.36,8.17,1.09,45.14,289,Saturday,1,Poor,0.2932800241230188,5.1848161752556
2022-11-13,1,7,89.41,304.97,44.77,10.1,1.23,49.52,249,Sunday,1,Poor,0.29317636839110833,4.432668878545665
2022-11-14,0,1,96.59,350.87,55.49,11.88,2.87,47.86,319,Monday,0,Very Poor,0.27528713554059525,4.670871489165413
2022-11-15,0,2,69.63,244.25,50.08,9.16,1.07,36.35,200,Tuesday,0,Moderate,0.28507675393749216,5.467242939691114
2022-11-16,0,3,61.99,214.26,43.65,9.12,0.7,49.24,211,Wednesday,0,Poor,0.2893213717296102,4.786178962523068
2022-11-17,0,4,78.7,268.88,46.23,8.47,0.95,49.3,203,Thursday,0,Poor,0.292695615415962,5.458080923163018
2022-11-18,0,5,89.22,321.54,51.54,8.89,1.21,46.32,268,Friday,0,Poor,0.27747713262806706,5.79751878794287
2022-11-19,0,6,83.18,309.66,61.58,8.72,1.28,24.3,263,Saturday,1,Poor,0.2686171843758579,7.061918506974189
2022-11-20,1,7,87.25,317.33,62.95,8.83,1.08,12.19,278,Sunday,1,Poor,0.2749503584612121,7.1290972490404885
2022-11-21,0,1,74.62,271.87,56.62,9.34,0.9,12.89,246,Monday,0,Poor,0.27446940543386894,6.062092010608126
2022-11-22,0,2,62.41,245.34,57.42,9.96,0.8,14.4,203,Tuesday,0,Poor,0.25438166404248536,5.765054452756574
2022-11-23,0,3,57.06,250.87,60.56,9.67,0.79,12.67,221,Wednesday,0,Poor,0.22744847022567585,6.262661569119371
2022-11-24,0,4,60.97,282.52,60.95,11.43,1.06,16.63,215,Thursday,0,Poor,0.2158077227874939,5.332453777380773
2022-11-25,0,5,68.93,331.13,67.56,12.16,1.51,13.87,306,Friday,0,Very Poor,0.20816597082215535,5.5559164836213135
2022-11-26,0,6,77.94,360.48,66.49,11.4,1.12,17.97,296,Saturday,1,Poor,0.21621171171183667,5.832451024165768
2022-11-27,1,7,75.94,329.99,69.23,10.21,1.27,13.11,288,Sunday,1,Poor,0.23012817872880456,6.780600606659543
2022-11-28,0,1,74.82,362.38,68.45,12.88,1.7,13.4,308,Monday,0,Very Poor,0.206468342445269,5.31443686767324
2022-11-29,0,2,106.72,540.39,69.57,11.69,2.69,9.69,360,Tuesday,0,Very Poor,0.19748699647500886,5.951235285513015
2022-11-30,0,3,109.39,454.52,48.69,7.73,2.46,11.01,389,Wednesday,0,Very Poor,0.24067147230767685,6.298827556497339
2022-12-01,0,4,167.61,439.69,48.42,4.23,1.62,28.51,358,Thursday,0,Very Poor,0.3812003825149451,11.446781449689244
2022-12-02,0,5,215.42,378.66,50.2,4.4,2.1,26.9,386,Friday,0,Very Poor,0.5689008459065957,11.409064979397774
2022-12-03,0,6,311.79,534.61,58.04,5.87,3.41,45.73,411,Saturday,1,Severe,0.5832101796971592,9.887547039953935
2022-12-04,1,7,249.33,468.77,48.85,3.93,1.98,35.75,408,Sunday,1,Severe,0.5318812950512769,12.429993816809626
2022-12-05,0,1,186.49,400.31,46.1,5.88,1.27,34.63,324,Monday,0,Very Poor,0.46586394379695883,7.8401227208797275
2022-12-06,0,2,120.08,330.43,43.04,4.02,0.96,31.53,316,Tuesday,0,Very Poor,0.3634052488150214,10.706441028753662
2022-12-07,0,3,80.29,245.29,40.42,3.83,0.7,30.53,224,Wednesday,0,Poor,0.3273268242762924,10.553497249354441
2022-12-08,0,4,82.64,269.16,42.1,5.65,0.87,35.3,209,Thursday,0,Poor,0.3070292648599619,7.451314245461512
2022-12-09,0,5,87.75,301.25,46.34,4.85,1.09,35.32,260,Friday,0,Poor,0.29128629738468725,9.554619475011394
2022-12-10,0,6,103.38,354.67,47.36,6.37,1.49,37.31,343,Saturday,1,Very Poor,0.29148221469303254,7.434839191775209
2022-12-11,1,7,72.24,243.72,45.85,6.12,0.67,28.5,198,Sunday,1,Moderate,0.2964056993104505,7.491817823827086
2022-12-12,0,1,59.22,202.71,46.55,5.73,0.7,24.1,182,Monday,0,Moderate,0.2921414684948217,8.12389507173635
2022-12-13,0,2,48.35,163.77,42.62,5.56,0.53,34.23,153,Tuesday,0,Moderate,0.2952310987829823,7.665453839111801
2022-12-14,0,3,54.45,189.7,42.03,5.71,0.64,35.61,161,Wednesday,0,Moderate,0.2870321409050005,7.360757686939253
2022-12-15,0,4,59.8,210.46,45.72,5.63,0.76,31.31,162,Thursday,0,Moderate,0.2841394904428637,8.12076710343321
2022-12-16,0,5,89.82,330.13,48.74,6.21,1.21,39.3,206,Friday,0,Poor,0.272074629022669,7.848618601258292
2022-12-17,0,6,93.08,353.73,48.36,6.0,1.44,44.17,314,Saturday,1,Very Poor,0.26313854456397406,8.059986566689055
2022-12-18,1,7,113.19,413.75,51.33,7.3,1.67,51.19,319,Sunday,1,Very Poor,0.2735709903668643,7.0314972171271
2022-12-19,0,1,119.53,422.23,48.02,6.02,1.83,54.2,354,Monday,0,Very Poor,0.2830921468609017,7.976730935662899
2022-12-20,0,2,76.69,275.39,42.13,5.94,1.37,41.98,263,Tuesday,0,Poor,0.27847778501478687,7.092580652221125
2022-12-21,0,3,81.9,296.64,41.85,5.38,1.11,41.98,214,Wednesday,0,Poor,0.2760922237023927,7.778795950193402
2022-12-22,0,4,84.37,314.04,42.92,5.72,1.11,36.46,263,Thursday,0,Poor,0.2686600347516229,7.503483385518558
2022-12-23,0,5,71.87,273.2,44.95,5.54,1.28,42.72,236,Friday,0,Poor,0.2630673402976816,8.11370376587768
2022-12-24,0,6,69.88,260.04,44.51,6.85,1.18,39.41,266,Saturday,1,Poor,0.2687278776831304,6.497800733137616
2022-12-25,1,7,71.78,268.7,44.21,5.75,0.95,32.42,208,Sunday,1,Poor,0.26713806225760844,7.688682280552556
2022-12-26,0,1,109.62,483.0,37.02,6.67,2.0,55.89,240,Monday,0,Poor,0.22695651704023775,5.550216566391955
2022-12-27,0,2,69.44,254.83,34.94,6.17,1.5,38.39,249,Tuesday,0,Poor,0.2724953783896959,5.662875748985821
2022-12-28,0,3,69.87,261.53,34.82,7.22,1.22,42.97,236,Wednesday,0,Poor,0.2671586331526543,4.822708001789471
2022-12-29,0,4,92.92,363.94,37.52,8.36,1.52,53.06,232,Thursday,0,Poor,0.2553168034479089,4.488032909051545
2022-12-30,0,5,202.24,449.21,35.17,8.63,2.04,56.41,368,Friday,0,Very Poor,0.45021258542301856,4.075313933587562
2022-12-31,0,6,164.48,265.14,7.95,4.46,1.01,37.59,357,Saturday,1,Very Poor,0.6203514890114096,1.7825072141093856
2023-01-01,1,7,139.04,207.88,10.73,2.98,0.99,41.19,281,Sunday,1,Poor,0.668847379793757,3.60065905819108
2023-01-02,0,1,202.79,297.92,11.52,3.08,1.17,48.45,327,Monday,0,Very Poor,0.6806860673776158,3.740247596598712
2023-01-03,0,2,233.25,368.79,11.94,7.57,0.95,47.16,384,Tuesday,0,Very Poor,0.6324737484076643,1.5772766482474923
2023-01-04,0,3,171.19,266.21,9.66,3.48,0.96,41.98,341,Wednesday,0,Very Poor,0.6430637225099087,2.7758540923732977
2023-01-05,0,4,163.96,274.04,13.22,8.45,1.11,38.09,318,Thursday,0,Very Poor,0.5983067946903082,1.5644951899465211
2023-01-06,0,5,213.63,628.17,14.68,9.41,1.2,45.34,365,Friday,0,Very Poor,0.3400830931104145,1.5600408501159935
2023-01-07,0,6,200.6,1000.0,13.16,15.77,1.15,41.66,500,Saturday,1,Severe,0.20059999799400002,0.8344953490834819
2023-01-08,1,7,232.78,869.48,9.26,5.16,1.52,50.96,500,Sunday,1,Severe,0.26772323379809504,1.7945701655616948
2023-01-09,0,1,250.18,377.71,11.19,5.84,2.31,57.32,412,Monday,0,Severe,0.662359994112944,1.9160926094304633
2023-01-10,0,2,168.18,273.41,12.36,4.46,1.23,13.06,236,Tuesday,0,Poor,0.615120126728352,2.77129423476629
2023-01-11,0,3,189.83,310.04,16.15,4.9,1.17,10.61,288,Wednesday,0,Poor,0.612275815627796,3.2959116409966507
2023-01-12,0,4,227.38,356.05,15.18,8.87,1.63,12.0,400,Thursday,0,Very Poor,0.6386181536689186,1.7113847673226976
2023-01-13,0,5,225.92,340.05,16.07,5.8,1.68,11.22,388,Friday,0,Very Poor,0.6643728668027388,2.770684878129521
2023-01-14,0,6,146.21,237.45,6.72,4.05,0.65,19.31,337,Saturday,1,Very Poor,0.6157506584227982,1.6592551623329326
2023-01-15,1,7,107.33,193.54,9.47,4.0,0.45,16.35,233,Sunday,1,Poor,0.5545623357154936,2.3674940812647973
2023-01-16,0,1,162.29,270.4,13.45,5.42,0.76,18.87,285,Monday,0,Poor,0.6001848890464169,2.481545237001408
2023-01-17,0,2,151.71,249.14,13.4,5.6,0.87,17.38,289,Tuesday,0,Poor,0.6089347110486188,2.3928528699055898
2023-01-18,0,3,199.0,327.3,15.06,6.29,1.42,12.66,302,Wednesday,0,Very Poor,0.6080048699051369,2.394272823095671
2023-01-19,0,4,191.79,313.42,16.98,12.14,1.25,15.73,337,Thursday,0,Very Poor,0.6119264688939292,1.3986808907076682
2023-01-20,0,5,81.13,159.68,9.12,9.95,0.7,18.33,196,Friday,0,Moderate,0.508078625496078,0.9165819933849313
2023-01-21,0,6,217.29,342.69,19.29,6.89,1.5,10.49,305,Saturday,1,Very Poor,0.6340715914070563,2.7997056608045563
2023-01-22,1,7,254.46,392.36,13.55,8.77,1.53,17.28,411,Sunday,1,Severe,0.6485370412749251,1.5450381470488634
2023-01-23,0,1,160.63,273.19,15.09,7.26,1.19,13.34,335,Monday,0,Very Poor,0.5879790406684344,2.078509533733425
2023-01-24,0,2,94.94,193.3,15.85,6.38,1.05,9.13,242,Tuesday,0,Poor,0.4911536217716698,2.4843221248869516
2023-01-25,0,3,95.75,198.95,9.43,5.96,1.16,5.31,181,Wednesday,0,Moderate,0.4812766784982821,1.5822121103823652
2023-01-26,1,4,80.56,204.28,4.31,5.5,0.84,9.49,174,Thursday,0,Moderate,0.39436066211275395,0.7836349388455657
2023-01-27,0,5,60.43,151.75,5.85,6.42,0.68,19.37,143,Friday,0,Moderate,0.3982207315834773,0.9112135339353054
2023-01-28,0,6,86.36,211.73,8.74,7.04,0.87,14.72,157,Saturday,1,Moderate,0.40787793851235354,1.2414755092677425
2023-01-29,1,7,108.45,274.83,18.08,6.67,1.83,2.7,255,Sunday,1,Poor,0.39460756123394247,2.710640613732213
2023-01-30,0,1,44.16,115.07,8.34,7.91,1.14,11.57,110,Monday,0,Moderate,0.3837663697083193,1.0543602346899688
2023-01-31,0,2,37.09,108.88,3.51,5.83,0.83,10.87,127,Tuesday,0,Moderate,0.3406502258770917,0.6020572863511383
2023-02-01,0,3,39.98,128.57,5.42,6.4,0.69,14.93,101,Wednesday,0,Moderate,0.31095898646970627,0.84687367675988
2023-02-02,0,4,49.4,161.13,7.39,7.78,0.77,15.06,141,Thursday,0,Moderate,0.3065847262095993,0.9498702443827193
2023-02-03,0,5,73.57,258.27,11.25,10.0,1.07,15.39,187,Friday,0,Moderate,0.2848569216379401,1.124998875001125
2023-02-04,0,6,71.81,248.88,11.06,11.84,1.07,16.33,225,Saturday,1,Poor,0.2885326145719779,0.9341208326682158
2023-02-05,1,7,61.72,206.07,9.88,9.35,1.2,12.87,186,Sunday,1,Moderate,0.29950986075072256,1.0566833618359768
2023-02-06,0,1,98.1,351.38,20.42,12.99,3.29,11.67,268,Monday,0,Poor,0.2791849200527941,1.5719772348135221
2023-02-07,0,2,70.71,256.94,6.47,9.56,1.42,16.96,279,Tuesday,0,Poor,0.2752004251887435,0.6767775347515327
2023-02-08,0,3,52.13,184.39,6.67,9.59,0.75,21.53,139,Wednesday,0,Moderate,0.28271596709604824,0.6955154374187306
2023-02-09,0,4,70.49,246.89,21.41,11.38,1.11,14.31,216,Thursday,0,Poor,0.2855117548093582,1.8813691727863155
2023-02-10,0,5,64.03,222.58,22.14,13.32,1.34,17.96,159,Friday,0,Moderate,0.28767183539977376,1.662160914293608
2023-02-11,0,6,85.2,298.69,17.53,13.3,1.34,22.29,278,Saturday,1,Poor,0.2852455627826321,1.318044121771337
2023-02-12,1,7,38.59,150.24,9.45,10.87,0.54,32.28,154,Sunday,1,Moderate,0.25685568045422785,0.8693644256077041
2023-02-13,0,1,38.75,132.75,8.13,10.09,0.47,36.7,124,Monday,0,Moderate,0.29190204957423355,0.8057474670490913
2023-02-14,0,2,44.47,147.27,11.56,12.14,0.62,34.0,118,Tuesday,0,Moderate,0.3019623615154232,0.9522232683498614
2023-02-15,0,3,55.56,194.39,14.0,8.79,0.8,22.91,161,Wednesday,0,Moderate,0.28581715696192417,1.5927171868973986
2023-02-16,0,4,90.02,316.72,18.8,8.0,1.29,21.45,217,Thursday,0,Poor,0.284225805625606,2.349997062503672
2023-02-17,0,5,122.48,417.41,29.25,9.77,2.15,35.05,342,Friday,0,Very Poor,0.2934285164843076,2.993855686944026
2023-02-18,1,6,97.82,344.78,18.72,7.66,1.55,14.02,326,Saturday,1,Very Poor,0.2837171447381767,2.4438610393459017
2023-02-19,1,7,96.35,355.97,21.55,8.82,1.65,21.78,257,Sunday,1,Poor,0.270668868987025,2.4433078874060237
2023-02-20,0,1,98.36,342.75,24.1,11.16,1.84,15.93,337,Monday,0,Very Poor,0.28697300402704584,2.1594962728528024
2023-02-21,0,2,80.8,257.89,16.43,9.43,1.24,16.62,197,Tuesday,0,Moderate,0.31331186500787683,1.7423099233192754
2023-02-22,0,3,72.06,225.64,17.64,7.17,1.28,13.14,198,Wednesday,0,Moderate,0.31935825565687576,2.4602476147174133
2023-02-23,0,4,55.57,206.67,15.28,7.9,0.84,15.67,196,Thursday,0,Moderate,0.26888274694523895,1.9341747668673837
2023-02-24,0,5,53.33,199.38,15.74,8.51,0.88,24.37,157,Friday,0,Moderate,0.2674791720594256,1.8495865457267384
2023-02-25,0,6,69.24,258.06,20.77,11.49,1.06,23.53,212,Saturday,1,Poor,0.2683096850224876,1.8076572605245775
2023-02-26,1,7,76.03,278.03,26.81,13.05,1.35,21.95,236,Sunday,1,Poor,0.2734596887580589,2.0544045560118342
2023-02-27,0,1,78.51,248.99,21.14,11.85,1.13,23.78,220,Monday,0,Poor,0.31531385536311274,1.7839647392702624
2023-02-28,0,2,76.82,248.13,20.74,10.02,0.98,18.37,206,Tuesday,0,Poor,0.3095957639303686,2.0698582137143577
2023-03-01,0,3,53.83,196.17,16.92,7.87,0.62,36.82,170,Wednesday,0,Moderate,0.27440483894556567,2.1499337357894084
2023-03-02,0,4,50.16,194.52,17.22,9.55,0.7,38.57,175,Thursday,0,Moderate,0.25786550185762375,1.803139473152384
2023-03-03,0,5,39.39,145.22,11.32,8.96,0.46,43.52,137,Friday,0,Moderate,0.27124361167582894,1.2633914471077599
2023-03-04,0,6,36.45,145.07,11.76,11.91,0.43,44.45,126,Saturday,1,Moderate,0.25125799605307814,0.9874047125065386
2023-03-05,1,7,35.15,127.75,10.0,10.49,0.41,52.29,128,Sunday,1,Moderate,0.275146749499276,0.9532879377617371
2023-03-06,0,1,40.18,149.61,12.02,11.13,0.5,52.69,129,Monday,0,Moderate,0.2685649175479635,1.0799630907788942
2023-03-07,0,2,47.4,181.31,15.67,9.98,0.73,43.35,159,Tuesday,0,Moderate,0.2614306843841661,1.5701387072758444
2023-03-08,1,3,50.12,181.45,12.31,13.91,0.9,49.38,154,Wednesday,0,Moderate,0.27621932894905876,0.8849742020314867
2023-03-09,0,4,37.3,114.49,10.38,9.79,0.43,54.65,104,Thursday,0,Moderate,0.325792617189919,1.060264494111855
2023-03-10,0,5,64.79,242.72,15.71,10.78,0.92,45.41,190,Friday,0,Moderate,0.2669330806306411,1.457327034019449
2023-03-11,0,6,60.07,242.02,18.0,13.62,0.87,43.94,217,Saturday,1,Poor,0.24820261762653426,1.3215849327570246
2023-03-12,1,7,47.92,218.34,21.74,14.95,0.92,48.53,183,Sunday,1,Moderate,0.21947420447585397,1.4541796293112847
2023-03-13,0,1,61.01,284.61,16.59,19.71,1.0,48.47,232,Monday,0,Poor,0.21436350745358534,0.8417042913727593
2023-03-14,0,2,57.06,247.96,15.07,15.95,0.87,44.47,228,Tuesday,0,Poor,0.23011775164874368,0.9448269938388755
2023-03-15,0,3,61.51,254.11,23.62,17.3,1.02,47.93,197,Wednesday,0,Moderate,0.24206051544368518,1.3653171298744915
2023-03-16,0,4,66.24,251.37,24.83,22.89,0.95,52.54,229,Thursday,0,Poor,0.263515922205676,1.0847526934238998
2023-03-17,0,5,50.83,198.58,21.89,16.68,0.75,47.0,158,Friday,0,Moderate,0.25596735542515076,1.3123493331239011
2023-03-18,0,6,40.51,122.2,17.02,9.73,0.72,37.64,138,Saturday,1,Moderate,0.3315057011861128,1.7492273903110067
2023-03-19,1,7,45.8,156.95,18.92,11.37,0.99,33.79,123,Sunday,1,Moderate,0.29181266060448163,1.6640266807153208
2023-03-20,0,1,49.47,174.17,23.02,17.62,0.84,48.81,174,Monday,0,Moderate,0.2840328251689255,1.3064691790753806
2023-03-21,0,2,33.36,98.53,17.16,10.09,0.45,58.29,98,Tuesday,0,Satisfactory,0.3385770487590532,1.7006920706718824
2023-03-22,0,3,40.24,153.93,17.03,10.33,0.72,41.36,122,Wednesday,0,Moderate,0.26141751046465855,1.648594725464932
2023-03-23,0,4,60.3,212.75,23.03,19.64,0.89,48.1,177,Thursday,0,Moderate,0.2834312440220332,1.1726063275935197
2023-03-24,0,5,58.47,199.06,44.26,40.2,1.22,71.79,185,Friday,0,Moderate,0.2937305187516066,1.1009947509963305
2023-03-25,0,6,29.67,75.46,25.88,29.63,0.69,91.06,163,Saturday,1,Moderate,0.3931883921033141,0.8734387872295689
2023-03-26,1,7,42.63,167.52,24.96,37.87,0.71,97.89,154,Sunday,1,Moderate,0.2544770621730503,0.659096736441316
2023-03-27,0,1,40.53,140.52,20.78,40.18,0.69,97.65,186,Monday,0,Moderate,0.2884286728986142,0.5171725940336999
2023-03-28,0,2,48.11,171.35,29.31,40.72,0.83,87.93,178,Tuesday,0,Moderate,0.2807703366927145,0.7197935363964792
2023-03-29,1,3,56.03,211.15,46.71,51.36,1.23,93.62,193,Wednesday,0,Moderate,0.26535636915195976,0.9094624397464097
2023-03-30,0,4,53.09,209.82,28.08,45.17,0.89,114.68,182,Thursday,0,Moderate,0.25302639152481216,0.6216514010069955
2023-03-31,0,5,45.4,46.32,22.18,25.44,0.61,72.83,97,Friday,0,Satisfactory,0.9801379576558812,0.8718550032016497
2023-04-01,0,6,35.46,123.23,33.22,32.93,1.01,72.04,279,Saturday,1,Poor,0.2877545818587534,1.008806253019662
2023-04-02,1,7,37.09,147.89,31.07,33.64,1.09,43.04,136,Sunday,1,Moderate,0.25079449247450863,0.923602579190672
2023-04-03,0,1,44.98,167.74,28.57,42.26,0.91,52.05,138,Monday,0,Moderate,0.268153078087929,0.6760528452312244
2023-04-04,1,2,36.17,114.95,20.85,36.36,0.57,50.29,113,Tuesday,0,Moderate,0.3146585198209204,0.5734321855247014
2023-04-05,0,3,40.38,132.11,22.64,45.71,0.59,51.61,106,Wednesday,0,Moderate,0.3056543557902993,0.49529632568446164
2023-04-06,0,4,46.4,131.03,20.26,44.46,0.45,64.31,126,Thursday,0,Moderate,0.35411735067409367,0.455690405827619
2023-04-07,1,5,40.63,134.36,17.02,45.65,0.54,65.9,112,Friday,0,Moderate,0.30239652408480766,0.37283672007957935
2023-04-08,0,6,50.5,179.93,20.25,55.08,0.69,63.03,161,Saturday,1,Moderate,0.2806646873414835,0.3676469920757095
2023-04-09,1,7,73.4,274.66,30.53,61.71,0.99,49.9,233,Sunday,1,Poor,0.2672394863744453,0.4947333503916139
2023-04-10,0,1,60.24,224.22,34.8,73.65,0.99,57.63,176,Monday,0,Moderate,0.2686646923260774,0.4725050274942256
2023-04-11,0,2,89.73,389.09,49.18,113.4,1.32,40.67,309,Tuesday,0,Very Poor,0.23061501887442448,0.43368602877548246
2023-04-12,0,3,55.92,247.67,30.33,76.4,0.87,58.77,224,Wednesday,0,Poor,0.22578430065069244,0.39698947683383806
2023-04-13,0,4,77.25,287.26,37.92,93.69,1.06,48.9,248,Thursday,0,Poor,0.26892013267005044,0.40473898978130113
